county,county_norm,precinct_label,unmatched_rows,unmatched_vote_volume,years
Wayne,WAYNE,Detroit City 452 Ward 5,1,326,2012
Wayne,WAYNE,Detroit City 468 Ward 6,1,326,2012
Wayne,WAYNE,Detroit City 20 Ward 13,2,325,2008|2010
Wayne,WAYNE,Detroit City 42 Ward 21,2,324,2008|2010
Wayne,WAYNE,Detroit City 139 Ward 5,1,324,2012
Wayne,WAYNE,Detroit City 243 Ward 2,1,323,2012
Wayne,WAYNE,Detroit City 26 Ward 23,2,321,2008|2010
Wayne,WAYNE,Detroit City 43 Ward 12,2,321,2008|2010
Wayne,WAYNE,Detroit City 104,3,320,2014|2016|2018
Wayne,WAYNE,Detroit City 33 Ward 25,2,320,2008|2010
Macomb,MACOMB,Warren City 99,1,320,2008
Wayne,WAYNE,Detroit City 113 Ward 4,1,319,2012
Wayne,WAYNE,Detroit City 382 Ward 2,1,317,2012
Wayne,WAYNE,Detroit City 18 Ward 13,2,316,2008|2010
Wayne,WAYNE,Detroit City 26 Ward 5,2,316,2008|2010
Mason,MASON,Ludington City 4 Ward 1,1,316,2010
Wayne,WAYNE,Detroit City 421 Ward 6,1,316,2012
Wayne,WAYNE,Detroit City 430 Ward 7,1,315,2012
Eaton,EATON,Lansing City 022A Ward 3,1,314,2014
Kent,KENT,Grand Rapids City 30 Ward 1,1,314,2008
Wayne,WAYNE,Detroit City 469 Ward 6,1,314,2012
Wayne,WAYNE,Detroit City 499,1,313,2018
Wayne,WAYNE,Detroit City 205 Ward 2,1,312,2012
Wayne,WAYNE,Detroit City 218 Ward 5,1,312,2012
Wayne,WAYNE,Detroit City 456,3,311,2014|2016|2018
Wayne,WAYNE,Detroit City 19 Ward 26,2,311,2008|2010
Wayne,WAYNE,Detroit City 417 Ward 6,1,311,2012
Wayne,WAYNE,Detroit City 448 Ward 5,1,311,2012
Wayne,WAYNE,Detroit City 488 Ward 6,1,311,2012
Presque Isle,PRESQUE ISLE,Rogers City 3,2,310,2008|2010
Muskegon,MUSKEGON,Muskegon City 14,1,310,2010
Wayne,WAYNE,Detroit City 153 Ward 6,1,310,2012
Wayne,WAYNE,Detroit City 195 Ward 3,1,310,2012
Wayne,WAYNE,Detroit City 248 Ward 2,1,310,2012
Allegan,ALLEGAN,Martin Township 1B,2,309,2008|2010
Wayne,WAYNE,Detroit City 89 Ward 3,1,309,2012
Gladwin,GLADWIN,Gladwin City 3 Ward 1,2,308,2016|2018
Wayne,WAYNE,Detroit City 17 Ward 12,2,308,2008|2010
Wayne,WAYNE,Detroit City 247 Ward 2,1,308,2012
Genesee,GENESEE,Flint City 33,2,305,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 7,2,305,2008|2010
Oakland,OAKLAND,Pontiac City 9,2,304,2008|2010
Wayne,WAYNE,Detroit City 169 Ward 5,1,303,2012
Wayne,WAYNE,Detroit City 97 Ward 3,1,302,2012
Wayne,WAYNE,Detroit City 198 Ward 2,1,300,2012
Wayne,WAYNE,Detroit City 26 Ward 22,2,299,2008|2010
Wayne,WAYNE,Detroit City 56 Ward 15,2,298,2008|2010
Wayne,WAYNE,Detroit City 299 Ward 1,1,297,2012
Wayne,WAYNE,Detroit City 117 Ward 5,1,295,2012
Wayne,WAYNE,Detroit City 165 Ward 5,1,292,2012
Wayne,WAYNE,Detroit City 235 Ward 2,1,292,2012
Wayne,WAYNE,Detroit City 22 Ward 15,2,290,2008|2010
Gratiot,GRATIOT,Elba Township 2,1,288,2008
Wayne,WAYNE,Detroit City 364 Ward 7,1,288,2012
Iron,IRON,Mastodon Township 2,5,287,2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 303 Ward 1,1,287,2012
Genesee,GENESEE,Flint City 16,2,286,2008|2010
Wayne,WAYNE,Detroit City 270 Ward 1,1,285,2012
Wayne,WAYNE,Detroit City 414 Ward 7,1,285,2012
Wayne,WAYNE,Detroit City 10 Ward 25,2,284,2008|2010
Wayne,WAYNE,Detroit City 15 Ward 26,2,284,2008|2010
Wayne,WAYNE,Detroit City 412 Ward 7,1,283,2012
Wayne,WAYNE,Detroit City 486 Ward 6,1,282,2012
Wayne,WAYNE,Detroit City 145 Ward 6,1,281,2012
Wayne,WAYNE,Detroit City 455,3,280,2014|2016|2018
Allegan,ALLEGAN,Casco Township 1A,2,280,2008|2010
Lake,LAKE,Webber Township 18,4,279,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 39 Ward 12,2,279,2008|2010
Eaton,EATON,Lansing City 1 Ward 3,1,279,2010
Wayne,WAYNE,Detroit City 210 Ward 2,1,279,2012
Wayne,WAYNE,Detroit City 35 Ward 4,1,276,2012
Wayne,WAYNE,Detroit City 100 Ward 3,1,273,2012
Wayne,WAYNE,Detroit City 426 Ward 7,1,272,2012
Wayne,WAYNE,Detroit City 8 Ward 25,2,271,2008|2010
Wayne,WAYNE,Detroit City 211 Ward 2,1,270,2012
Wayne,WAYNE,Detroit City 340 Ward 7,1,270,2012
Wayne,WAYNE,Detroit City 362 Ward 1,1,270,2012
Wayne,WAYNE,Detroit City 467 Ward 6,1,270,2012
Wayne,WAYNE,Detroit City 255 Ward 2,1,269,2012
Wayne,WAYNE,Detroit City 269 Ward 1,1,268,2012
Wayne,WAYNE,Detroit City 37 Ward 11,2,267,2008|2010
Wayne,WAYNE,Detroit City 140 Ward 5,1,267,2012
Wayne,WAYNE,Detroit City 78 Ward 3,1,267,2012
Wayne,WAYNE,Detroit City 9 Ward 4,1,267,2012
Wayne,WAYNE,Detroit City 411 Ward 7,1,266,2012
Wayne,WAYNE,Detroit City 390 Ward 7,1,264,2012
Wayne,WAYNE,Detroit City 268 Ward 1,1,262,2012
Wayne,WAYNE,Detroit City 122 Ward 5,1,260,2012
Wayne,WAYNE,Detroit City 83 Ward 7,2,258,2008|2010
Wayne,WAYNE,Detroit City 487,3,257,2014|2016|2018
Wayne,WAYNE,Detroit City 138 Ward 5,1,257,2012
Wayne,WAYNE,Detroit City 322 Ward 1,1,257,2012
Wayne,WAYNE,Detroit City 391 Ward 2,1,257,2012
Arenac,ARENAC,Mason Township 21-S,1,256,2008
Wayne,WAYNE,Detroit City 267 Ward 1,1,256,2012
Wayne,WAYNE,Detroit City 462 Ward 6,1,256,2012
Washtenaw,WASHTENAW,Ann Arbor City 12 Ward 1,1,254,2018
Wayne,WAYNE,Detroit City 48,3,252,2014|2016|2018
Wayne,WAYNE,Detroit City 1 Ward 18,2,252,2008|2010
Genesee,GENESEE,Flint Township 18,2,251,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 14,2,251,2008|2010
Wayne,WAYNE,Detroit City 199 Ward 2,1,251,2012
Wayne,WAYNE,Detroit City 206 Ward 2,1,251,2012
Wayne,WAYNE,Detroit City 350 Ward 1,1,251,2012
Wayne,WAYNE,Detroit City 154,3,250,2014|2016|2018
Arenac,ARENAC,Standish City 1 Ward 2,1,250,2008
Wayne,WAYNE,Detroit City 152 Ward 5,1,250,2012
Wayne,WAYNE,Detroit City 77 Ward 3,1,249,2012
Wayne,WAYNE,Detroit City 463 Ward 6,1,247,2012
Genesee,GENESEE,Flint City 27 Ward 4,4,246,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 104 Ward 4,1,246,2012
Barry,BARRY,Castleton Township 1A,1,245,2008
Wayne,WAYNE,Detroit City 372 Ward 7,1,245,2012
Barry,BARRY,Orangeville Township 1B,1,244,2008
Wayne,WAYNE,Detroit City 107 Ward 3,1,244,2012
Wayne,WAYNE,Detroit City 81 Ward 24,2,243,2008|2010
Wayne,WAYNE,Detroit City 62 Ward 3,1,241,2012
Wayne,WAYNE,Detroit City 99,3,240,2014|2016|2018
Wayne,WAYNE,Detroit City 8 Ward 7,2,239,2008|2010
Wayne,WAYNE,Detroit City 175 Ward 3,1,239,2012
Wayne,WAYNE,Detroit City 32 Ward 23,2,238,2008|2010
Wayne,WAYNE,Detroit City 272 Ward 1,1,238,2012
Wayne,WAYNE,Detroit City 273 Ward 1,1,238,2012
Wayne,WAYNE,Detroit City 388 Ward 2,1,236,2012
Wayne,WAYNE,Detroit City 53 Ward 15,2,234,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 4,1,234,2012
Barry,BARRY,Irving Township 1A,1,232,2008
Mason,MASON,Scottville City 1 Ward 2,1,232,2008
Wayne,WAYNE,Detroit City 440 Ward 5,1,232,2012
Wayne,WAYNE,Detroit City 23 Ward 23,2,231,2008|2010
Wayne,WAYNE,Detroit City 222 Ward 2,1,231,2012
Genesee,GENESEE,Flint City 13 Ward 2,4,227,2012|2014|2016|2018
Genesee,GENESEE,Flint City 24,2,227,2008|2010
Wayne,WAYNE,Detroit City 24 Ward 26,2,227,2008|2010
Arenac,ARENAC,Standish City 2,2,226,2016|2018
Wayne,WAYNE,Detroit City 29 Ward 22,2,225,2008|2010
Wayne,WAYNE,Detroit City 76 Ward 4,1,225,2012
Wayne,WAYNE,Detroit City 216 Ward 2,1,224,2012
Wayne,WAYNE,Detroit City 4 Ward 10,2,223,2008|2010
Wayne,WAYNE,Detroit City 492,1,220,2018
Wayne,WAYNE,Detroit City 19 Ward 20,2,219,2008|2010
Wayne,WAYNE,Detroit City 455 Ward 5,1,218,2012
Macomb,MACOMB,Gross Pointe Shores City 3,5,217,2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 171 Ward 5,1,217,2012
Wayne,WAYNE,Detroit City 197 Ward 3,1,217,2012
Wayne,WAYNE,Detroit City 185 Ward 3,1,216,2012
Wayne,WAYNE,Detroit City 353 Ward 1,1,216,2012
Ottawa,OTTAWA,Holland City 2 Ward 4,1,214,2008
Wayne,WAYNE,Detroit City 54 Ward 4,1,213,2012
Wayne,WAYNE,Detroit City 224 Ward 2,1,212,2012
Wayne,WAYNE,Detroit City 442 Ward 5,1,209,2012
Wayne,WAYNE,Detroit City 479 Ward 6,1,206,2012
Arenac,ARENAC,Deep River Township 31-V,1,205,2008
Wayne,WAYNE,Detroit City 266 Ward 1,1,203,2012
Arenac,ARENAC,Turner Township 21-S,1,202,2008
Barry,BARRY,Woodland Township 1B,1,201,2008
Wayne,WAYNE,Detroit City 478,3,200,2014|2016|2018
Arenac,ARENAC,Standish City 1 Ward 3,1,200,2008
Wayne,WAYNE,Detroit City 105 Ward 4,1,198,2012
Barry,BARRY,Irving Township 1B,1,197,2008
Wayne,WAYNE,Detroit City 181 Ward 3,1,197,2012
Wayne,WAYNE,Detroit City 435 Ward 5,1,197,2012
Wayne,WAYNE,Detroit City 162 Ward 5,1,192,2012
Ontonagon,ONTONAGON,Bohemia Township 2,6,189,2008|2010|2012|2014|2016|2018
Genesee,GENESEE,Flint City 34 Ward 5,4,189,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 465,3,189,2014|2016|2018
Jackson,JACKSON,Summit Township 9,2,186,2008|2010
Bay,BAY,Midland City 6 Ward 1,5,184,2008|2010|2014|2016|2018
Genesee,GENESEE,Flint City 30 Ward 5,4,184,2012|2014|2016|2018
Arenac,ARENAC,Standish City 3,2,184,2016|2018
Wayne,WAYNE,Detroit City 489 Ward 6,1,179,2012
Wayne,WAYNE,Detroit City 180 Ward 3,1,175,2012
Lake,LAKE,Ellsworth Township 20,4,172,2008|2010|2012|2014
Gladwin,GLADWIN,Beaverton City 2,1,166,2008
Wayne,WAYNE,Detroit City 44 Ward 7,2,165,2008|2010
Wayne,WAYNE,Detroit City 28,3,163,2014|2016|2018
Wayne,WAYNE,Detroit City 36 Ward 4,1,157,2012
Arenac,ARENAC,Au Gres Township 2,1,152,2008
Wayne,WAYNE,Detroit City 5 Ward 9,2,149,2008|2010
Wayne,WAYNE,Detroit City 31 Ward 11,2,148,2008|2010
Wayne,WAYNE,Detroit City 494,1,146,2018
Wayne,WAYNE,Detroit City 82 Ward 7,2,145,2008|2010
Wayne,WAYNE,Detroit City 155 Ward 5,1,144,2012
Genesee,GENESEE,Flint City 56,2,143,2008|2010
Wayne,WAYNE,Detroit City 487 Ward 6,1,142,2012
Mason,MASON,Scottville City 2 Ward 1,1,140,2010
Genesee,GENESEE,Flint Township 17,2,137,2008|2010
Genesee,GENESEE,Flint City 40,2,136,2008|2010
Wayne,WAYNE,Detroit City 71 Ward 22,2,136,2008|2010
Genesee,GENESEE,Flint City 31,2,135,2008|2010
Wayne,WAYNE,Detroit City 87,3,134,2014|2016|2018
Wayne,WAYNE,Detroit City 49 Ward 23,2,132,2008|2010
Genesee,GENESEE,Flint City 36 Ward 5,4,131,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 99 Ward 5,1,131,2012
Ogemaw,OGEMAW,Rose City 1 Ward 2,4,130,2008|2010|2012|2014
Wayne,WAYNE,Detroit City 82 Ward 5,2,127,2008|2010
Gladwin,GLADWIN,Beaverton City 3,1,124,2008
Wayne,WAYNE,Detroit City 45 Ward 23,2,123,2008|2010
Wayne,WAYNE,Detroit City 81 Ward 19,2,118,2008|2010
Wayne,WAYNE,Detroit City 48 Ward 23,2,115,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 4,1,110,2012
Ontonagon,ONTONAGON,Bergland Township 2,1,109,2008
Wayne,WAYNE,Detroit City 154 Ward 6,1,109,2012
Wayne,WAYNE,Detroit City 173 Ward 3,1,109,2012
Genesee,GENESEE,Flint City 52,2,108,2008|2010
Oakland,OAKLAND,Pontiac City 23,2,106,2008|2010
Wayne,WAYNE,Detroit City 478 Ward 6,1,105,2012
Wayne,WAYNE,Detroit City 81 Ward 9,2,101,2008|2010
Wayne,WAYNE,Detroit City 82 Ward 17,2,96,2008|2010
Wayne,WAYNE,Detroit City 28 Ward 7,2,87,2008|2010
Wayne,WAYNE,Detroit City 81 Ward 8,2,85,2008|2010
Barry,BARRY,Maple Grove Township 1A,1,84,2008
Midland,MIDLAND,Midland City 6 Ward 1,2,81,2014|2018
Wayne,WAYNE,Detroit City 456 Ward 5,1,79,2012
Kalamazoo,KALAMAZOO,Kalamazoo City 28,1,76,2010
Crawford,CRAWFORD,Grayling Township 7,2,72,2008|2010
Wayne,WAYNE,Detroit City 73 Ward 21,2,72,2008|2010
Arenac,ARENAC,Clayton Township 21-S,1,69,2008
Wayne,WAYNE,Detroit City 465 Ward 6,1,69,2012
Wayne,WAYNE,Detroit City 443 Ward 5,1,64,2012
Iron,IRON,Mansfield Township 2,6,60,2008|2010|2012|2014|2016|2018
Wayne,WAYNE,Detroit City 11 Ward 4,1,57,2012
Wayne,WAYNE,Detroit City 81 Ward 17,2,54,2008|2010
Bay,BAY,Midland City 1 Ward 1,1,54,2012
Macomb,MACOMB,Warren City 11 Ward 3,4,53,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 503,1,51,2018
Wayne,WAYNE,Detroit City 87 Ward 3,1,50,2012
Genesee,GENESEE,Flint Township 20,2,42,2008|2010
Arenac,ARENAC,Turner Township 31-U,1,41,2008
Macomb,MACOMB,Lake Township 1,1,40,2008
St. Clair,ST. CLAIR,Columbus Township 2,1,40,2008
Wayne,WAYNE,Detroit City 101 Ward 3,1,37,2012
Arenac,ARENAC,Turner Township 41-W,1,36,2008
Arenac,ARENAC,Whitney Township 11-S,1,34,2008
Wayne,WAYNE,Detroit City 84 Ward 7,2,32,2008|2010
Barry,BARRY,Maple Grove Township 1B,1,28,2008
Wayne,WAYNE,Detroit City 459,3,26,2014|2016|2018
Oakland,OAKLAND,Fenton City 2,3,25,2014|2016|2018
Arenac,ARENAC,Mason Township 31-V,1,25,2008
Wayne,WAYNE,Detroit City 471 Ward 6,1,24,2012
Genesee,GENESEE,Flint City 30,2,23,2008|2010
Wayne,WAYNE,Detroit City 459 Ward 6,1,23,2012
Barry,BARRY,Assyria Township 1B,1,21,2008
Barry,BARRY,Carlton Township 1B,1,21,2008
Allegan,ALLEGAN,South Haven City 1,4,19,2012|2014|2016|2018
Wayne,WAYNE,Detroit City 40 Ward 23,2,12,2008|2010
Wayne,WAYNE,Detroit City 450 Ward 6,1,11,2012
Van Buren,VAN BUREN,South Haven City 2 Ward 3,1,10,2018
Wayne,WAYNE,Detroit City 458 Ward 6,1,10,2012
Allegan,ALLEGAN,South Haven City 0,1,8,2010
St. Clair,ST. CLAIR,Richmond City 1,3,7,2014|2016|2018
Barry,BARRY,Baltimore Township 1B,1,7,2008
Wayne,WAYNE,Detroit City 454 Ward 5,1,7,2012
Wayne,WAYNE,Detroit City 454,2,6,2016|2018
Wayne,WAYNE,Detroit City 441 Ward 5,1,4,2012
Wayne,WAYNE,Detroit City 90 Ward 3,1,4,2012
Wayne,WAYNE,Detroit City 109,2,1,2016|2018
Ingham,INGHAM,East Lansing City 17,2,0,2008|2018
Isabella,ISABELLA,Clare City 1,2,0,2008|2018
Wayne,WAYNE,Detroit City 81 Ward 13,2,0,2008|2010
Wayne,WAYNE,Detroit City 81 Ward 7,2,0,2008|2010
Berrien,BERRIEN,Benton Township 2B,1,0,2008
Berrien,BERRIEN,Niles Township 5B,1,0,2008
Berrien,BERRIEN,Pipestone Township 1B,1,0,2008
Berrien,BERRIEN,Weesaw Township 1B,1,0,2008
Calhoun,CALHOUN,Athens Township 1B,1,0,2008
Calhoun,CALHOUN,Athens Township 1V,1,0,2008
Calhoun,CALHOUN,Battle Creek City 15B,1,0,2008
Calhoun,CALHOUN,Battle Creek City 18B,1,0,2008
Calhoun,CALHOUN,Bedford Township 3B,1,0,2008
Calhoun,CALHOUN,Burlington Township 1B,1,0,2008
Calhoun,CALHOUN,Burlington Township 1C,1,0,2008
Calhoun,CALHOUN,Tekonsha Township 1B,1,0,2008
Genesee,GENESEE,Fenton City 2B,1,0,2008
Ingham,INGHAM,Lansing City 6 Ward 3,1,0,2008
Lapeer,LAPEER,Brown City 1,1,0,2018
Lenawee,LENAWEE,Tecumseh Township 3,1,0,2018
Ogemaw,OGEMAW,West Branch Township 2,1,0,2018
Ontonagon,ONTONAGON,Duncan Township 1,1,0,2018
Wayne,WAYNE,Detroit City 17 Ward 13,1,0,2008
Wayne,WAYNE,Detroit City 17 Ward 17,1,0,2008
Wayne,WAYNE,Detroit City 24 Ward 12,1,0,2010
